,index,Unnamed: 0,Series Name,Series Code,Country Name,Country Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
96,29622,29622,CO2 emissions (kt),EN.ATM.CO2E.KT,Italy,ITA,472404.8,473831.8,466654.5,459371.1,444984.5,397057.1,405272.3,396687.4,376747.2,346458.3,327498,337862.1,333344.8,329193.3,324884.2,317223,281286.8,..,..,..
97,29623,29623,CO2 emissions (kt),EN.ATM.CO2E.KT,Jamaica,JAM,10572,10563.7,12059.8,12029.5,9625.4,7889,7479.8,7529.4,6959,7402.3,7191.3,7088.7,7549.5,7225,8589,8394.3,5835.6,..,..,..
98,29624,29624,CO2 emissions (kt),EN.ATM.CO2E.KT,Japan,JPN,1207285.7,1215474.4,1193043.3,1227990.8,1158836.1,1102386.2,1157241.8,1213775.6,1254319.4,1267376.2,1217306.6,1178349.1,1164869.4,1150835,1111115.3,1073645.3,1014064.7,..,..,..
99,29625,29625,CO2 emissions (kt),EN.ATM.CO2E.KT,Jordan,JOR,18580.9,19869,20167,21090.3,20009,20665,20196.8,20756.3,24123.3,23803.7,25553.1,25309.1,24730,26021.8,24710,23147.9,20974.1,..,..,..
100,29626,29626,CO2 emissions (kt),EN.ATM.CO2E.KT,Kazakhstan,KAZ,158029.6,169217.6,185299.3,198392.4,242038,213617.1,229702.2,245455.3,244599,260015.4,209261.3,191059.6,202475.7,214897.7,216896.7,204592.2,211896.7,..,..,..
101,29627,29627,CO2 emissions (kt),EN.ATM.CO2E.KT,Kenya,KEN,7662.7,8707.6,9765.4,9868.9,10411.7,12424.4,13424.4,13963.9,12981.3,14387.7,16700,18090.3,19310.1,20097.2,19253.9,19481.9,19446.8,..,..,..
102,29628,29628,CO2 emissions (kt),EN.ATM.CO2E.KT,Kiribati,KIR,50.8,61.8,68.3,58.2,64,58.6,54.3,54.2,57.7,63.8,60.1,60.7,56.7,72.7,73.2,73.6,56.9,..,..,..
103,29629,29629,CO2 emissions (kt),EN.ATM.CO2E.KT,"Korea, Dem. People's Rep.",PRK,74323.7,77678.2,78937.1,65633.8,72831.5,55256.9,51689.8,37098.9,38483.4,27629.1,31223.3,25101.5,28127.7,54286,50121.3,55548.4,52437.2,..,..,..
104,29630,29630,CO2 emissions (kt),EN.ATM.CO2E.KT,"Korea, Rep.",KOR,485909.6,481002.1,487852.1,503693.8,514924.5,526639.5,575215.7,598480.8,600316.3,599601.4,588088.6,607827.1,615443.6,626178.4,630186.6,612133.7,569681.8,..,..,..
105,29631,29631,CO2 emissions (kt),EN.ATM.CO2E.KT,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
106,29632,29632,CO2 emissions (kt),EN.ATM.CO2E.KT,Kuwait,KWT,61917.8,69910.7,72438,70599.5,75847.1,77654.2,80725.6,83291.1,85316.1,87363.8,85576,89021.7,91376.2,90378.3,92652.1,93863.6,92308.9,..,..,..
107,29633,29633,CO2 emissions (kt),EN.ATM.CO2E.KT,Kyrgyz Republic,KGZ,5557.9,5307,5362.3,6473.1,7441.5,6734.6,6394.4,7690.4,10146,9455,9848.5,10266.6,9675.6,9439,11306.8,10017.4,9080.1,..,..,..
108,29634,29634,CO2 emissions (kt),EN.ATM.CO2E.KT,Lao PDR,LAO,1211.21,1257.28,1642.8,1734.3,2048.2,2537.5,2877.1,3043,3271.9,4160.8,4344.5,8875.9,15702.2,19054.5,19663.8,19170.9,19178.9,..,..,..
109,29635,29635,CO2 emissions (kt),EN.ATM.CO2E.KT,Latvia,LVA,7616.5,7715,8199.9,8531.8,8105.9,7364.1,8518.1,7897.3,7570.7,7452.4,7282.3,7315.9,7145.3,7116.7,7785.2,7569.1,6928.3,..,..,..
110,29636,29636,CO2 emissions (kt),EN.ATM.CO2E.KT,Lebanon,LBN,17879.3,17278.9,16233.7,15039.6,18646,21902.7,20864.3,21175.1,23470.1,23244.5,25151,27016.8,27755.1,29170.9,27401.3,26916.5,21474.9,..,..,..
111,29637,29637,CO2 emissions (kt),EN.ATM.CO2E.KT,Lesotho,LSO,1871.9,1901.5,1923,1959.3,2007.4,2101.7,2158.8,2885.2,2919.6,2206.5,2349,2144.2,2126.2,2402.3,2276.6,2300.1,2311.9,..,..,..
112,29638,29638,CO2 emissions (kt),EN.ATM.CO2E.KT,Liberia,LBR,558.67,667.8,687.15,641.07,540.16,533.84,729.76,848.18,944.15,905.21,1205.1,1247.8,1397.89,1268.4,1126.6,1146.2,1179.5,..,..,..
113,29639,29639,CO2 emissions (kt),EN.ATM.CO2E.KT,Libya,LBY,48469,53004.1,52930.4,49395.5,53275.9,56404,59559.6,41506.4,58315.1,59767.3,59289.1,51331.2,48694.8,52095.1,54100.1,54692.7,44467,..,..,..
114,29640,29640,CO2 emissions (kt),EN.ATM.CO2E.KT,Liechtenstein,LIE,229.39083,228.986322,231.1208,200.793925,219.535867,205.374673,190.830439,176.781993,185.325447,192.544887,161.25917,159.773794,149.838256,155.769397,142.950403,149.025716,141.996093,..,..,..
115,29641,29641,CO2 emissions (kt),EN.ATM.CO2E.KT,Lithuania,LTU,11915,12829.2,13019.7,13209.6,13066.4,11692.1,12603,11845.6,11925.8,11331.1,10862.9,11067.4,11203.1,11222.2,11652.5,11735.8,11693.8,..,..,..
116,29642,29642,CO2 emissions (kt),EN.ATM.CO2E.KT,Luxembourg,LUX,11659.8,11912.9,11717.2,11114.4,11022.5,10442.9,11029.1,10906.8,10698,10173.3,9643.2,9133.4,8845.9,9006.5,9320.8,9500.3,7853.1,..,..,..
117,29643,29643,CO2 emissions (kt),EN.ATM.CO2E.KT,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
118,29644,29644,CO2 emissions (kt),EN.ATM.CO2E.KT,Madagascar,MDG,1645.54,1709.64,1637.09,1723.1,1780.34,1686.22,1869.8,2193.89,2741.74,2930.23,3010.62,3284.62,3181.72,3481,3304.87,3927.7,2745.45,..,..,..
119,29645,29645,CO2 emissions (kt),EN.ATM.CO2E.KT,Malawi,MWI,898.57,854.327,861.944,927.19,1009.897,1036.69,984.46,1072.59,1076.42,1154.33,1045.6,1089.52,1223.57,1394.6,1609.4,1643.7,1640,..,..,..
120,29646,29646,CO2 emissions (kt),EN.ATM.CO2E.KT,Malaysia,MYS,157850,166973.4,173632.9,189464.8,202458.6,181472.7,199867,202401.3,205415.8,223086.5,236264.6,236229.4,231669.4,225104.1,241451.4,244882,245139.3,..,..,..
121,29647,29647,CO2 emissions (kt),EN.ATM.CO2E.KT,Maldives,MDV,693.1,626.9,790.5,810.6,870.6,916.6,963,1012.8,1144.6,1128.5,1355.2,1339.3,1465.9,1546.1,1776.1,1999.5,1454,..,..,..
122,29648,29648,CO2 emissions (kt),EN.ATM.CO2E.KT,Mali,MLI,1451.2,1500.8,1581.7,1837.4,2016.6,1943.9,2154,2346.7,2510.7,2813.6,3174.4,3343.8,3408.6,3629.8,3867.9,3937.4,4150.7,..,..,..
123,29649,29649,CO2 emissions (kt),EN.ATM.CO2E.KT,Malta,MLT,2598,2626.4,2650.6,2715.6,2724.3,2509.9,2586.6,2573.1,2715.6,2371.5,2356.3,1657.1,1352.3,1521.2,1552.5,1658.6,1610.7,..,..,..
124,29650,29650,CO2 emissions (kt),EN.ATM.CO2E.KT,Marshall Islands,MHL,119.3,118.9,125,132.2,133.3,137.3,140.8,141.1,139,142.3,144.1,146.3,146.5,149.3,151.1,152.3,110,..,..,..
125,29651,29651,CO2 emissions (kt),EN.ATM.CO2E.KT,Mauritania,MRT,1413.5,1448,1459.4,1716.9,1797.1,1994.7,2073.7,2182.9,2355.4,2101.2,2534.5,2966.5,2584.2,3408.3,3716.1,3824.8,3847.1,..,..,..
126,29652,29652,CO2 emissions (kt),EN.ATM.CO2E.KT,Mauritius,MUS,2770.3,2961.8,3304.2,3395.2,3466.8,3423.3,3661.8,3639,3725,3818,3949.4,3960.9,4035.5,4174.4,4133.9,4173.7,3720.2,..,..,..
127,29653,29653,CO2 emissions (kt),EN.ATM.CO2E.KT,Mexico,MEX,414102,432187.4,448302.8,457121,459548.1,448372.5,462869.5,478403.5,486454.2,475737.5,462240.1,471632.6,476394.6,474498.5,444898.4,451828.8,383131.4,..,..,..
128,29654,29654,CO2 emissions (kt),EN.ATM.CO2E.KT,"Micronesia, Fed. Sts.",FSM,149.7,122.2,120.8,135.6,117.1,152.2,105.2,119.3,132.4,138.5,141,144.9,147.1,146.7,147.8,148.2,107.5,..,..,..
129,29655,29655,CO2 emissions (kt),EN.ATM.CO2E.KT,Moldova,MDA,7775.9,8175.6,7975.1,8139.2,8150,7638.1,8295.1,8344.5,8137.3,7181.5,7712.2,8020.6,8143,8064,8555.9,8921.6,8611.2,..,..,..
130,29656,29656,CO2 emissions (kt),EN.ATM.CO2E.KT,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
131,29657,29657,CO2 emissions (kt),EN.ATM.CO2E.KT,Mongolia,MNG,9561.28,11058.15,12419.2,13021.5,12974.4,13638.49,14311.1,15729.4,17141.5,18384.13,18122,17300.6,18172.8,19575.5,21545.7,23146.9,21184.7,..,..,..
132,29658,29658,CO2 emissions (kt),EN.ATM.CO2E.KT,Montenegro,MNE,2041.277687,2004.8,2179.3,2098.4,2693.3,1747.5,2584.2,2535.9,2331.6,2267.3,2218.4,2359.1,2150.7,2267,2500.3,2601.1,2527.2,..,..,..
133,29659,29659,CO2 emissions (kt),EN.ATM.CO2E.KT,Morocco,MAR,41009,43579.9,44991,46341,48630.2,48765.7,51749.5,55923.5,58076,57595.5,58691.7,60362.5,60289.9,63014.9,64286.1,70986.3,66719.5,..,..,..
134,29660,29660,CO2 emissions (kt),EN.ATM.CO2E.KT,Mozambique,MOZ,1910,1709.1,1861,2230.7,2238.7,2494.3,2680.6,3294.3,3640.8,4150.5,4823.3,5478.3,7243.8,7162.3,6875.1,7530.2,6945.5,..,..,..
135,29661,29661,CO2 emissions (kt),EN.ATM.CO2E.KT,Myanmar,MMR,10268.2,10856.3,10057.9,10505.5,7943.6,7371.1,8131.3,8692.9,11964,13592.5,17034.8,19034,21860.8,32497,32784.5,33995,33874.6,..,..,..
136,29662,29662,CO2 emissions (kt),EN.ATM.CO2E.KT,Namibia,NAM,2376.7,2525.5,2491.3,2546.9,2929.9,3000.1,3103.5,3303.8,3507.4,3762.4,3932.1,4137.3,4152,4224,4279.3,4316.3,3952.8,..,..,..
137,29663,29663,CO2 emissions (kt),EN.ATM.CO2E.KT,Nauru,NRU,64,62.5,44.1,41.5,42.3,40.4,42.7,40.1,42.1,47.3,50.6,54.5,52.7,56,54,53.4,41.4,..,..,..
138,29664,29664,CO2 emissions (kt),EN.ATM.CO2E.KT,Nepal,NPL,2809.6,3188.6,2616.1,2693.6,2994.9,3882.8,4640.9,5199.2,5997.8,6087.8,7132.2,7186.2,10735.7,13265.3,15139.4,13860.5,14949.2,..,..,..
139,29665,29665,CO2 emissions (kt),EN.ATM.CO2E.KT,Netherlands,NLD,172116.5,167926,163702.7,164550.6,165221.9,160488.3,171110.5,158768,157473.4,157090.2,149793.4,157376,158499.3,155710.9,151382.3,145939.237,130315.1,..,..,..
140,29666,29666,CO2 emissions (kt),EN.ATM.CO2E.KT,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
141,29667,29667,CO2 emissions (kt),EN.ATM.CO2E.KT,New Zealand,NZL,32836.1,34232.2,34265.9,33270.5,34165.4,31169.7,31049.3,30290.6,32107.4,31885.5,31970.7,32281.2,31185.7,32927.4,32409,34008.2,31359.7,..,..,..
142,29668,29668,CO2 emissions (kt),EN.ATM.CO2E.KT,Nicaragua,NIC,4531.9,4338.7,4547.6,4696.3,4503,4394.5,4513.2,4766.2,4686,4473.3,4758.6,5286.7,5410.7,5428.9,5024.8,5131.9,4582.2,..,..,..
143,29669,29669,CO2 emissions (kt),EN.ATM.CO2E.KT,Niger,NER,776.855,742.119,737.518,813.516,854.11,1075.27,1361.057,1399.44,1885.57,1975.01,2156.78,2111.59,2096.26,1901,1956.29,2159.15,2197.95,..,..,..
144,29670,29670,CO2 emissions (kt),EN.ATM.CO2E.KT,Nigeria,NGA,98724.9,98719,88767.7,81122.6,86932,76947.4,90055.2,94996.5,95335.3,108116.8,114815.5,107746.4,110817.5,108481.2,113633.1,119544.1,111978.1,..,..,..
145,29671,29671,CO2 emissions (kt),EN.ATM.CO2E.KT,North Macedonia,MKD,8542.6,8881.8,8852.9,9328.1,9120,8512.3,8329.6,9157.1,8798.9,7862.2,7442.9,7142.1,6962.7,7436.2,6950.6,7956.1,6796.7,..,..,..
146,29672,29672,CO2 emissions (kt),EN.ATM.CO2E.KT,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
147,29673,29673,CO2 emissions (kt),EN.ATM.CO2E.KT,Norway,NOR,37354.8,36366.4,37210.6,37760.1,36872.8,37439.3,40116.4,39071.3,38770.1,39627,39643,40288.8,39578.4,39174.9,38571.5,37661.6,36177.4,..,..,..
148,29674,29674,CO2 emissions (kt),EN.ATM.CO2E.KT,Oman,OMN,31256.9,31014.1,39187.1,42262.3,41314.4,43595.1,47076.3,53620.2,60549.4,63015.4,66386.7,70131.7,72197.6,71633.2,75365,75744.8,71041.5,..,..,..
149,29675,29675,CO2 emissions (kt),EN.ATM.CO2E.KT,Pakistan,PAK,118313.6,121608.7,132304.2,145813.3,140734.2,145337.9,140378.6,141690,143819.1,145993.7,154235.2,164152.3,181113.3,198738.8,186865.6,184096.3,184111.2,..,..,..
150,29676,29676,CO2 emissions (kt),EN.ATM.CO2E.KT,Palau,PLW,217.8,226.7,228.7,223.4,212.9,204.6,214.8,212.6,222,221.1,217.8,200.9,207.9,213,211.9,217.4,158.2,..,..,..
151,29677,29677,CO2 emissions (kt),EN.ATM.CO2E.KT,Panama,PAN,5609.5,7116.4,7490.3,7484.3,7297.5,8698.5,9190.6,9994.1,10461.6,10252.3,10758.1,10609.9,10652.4,10136.4,9918.8,13099.9,9582.7,..,..,..
152,29678,29678,CO2 emissions (kt),EN.ATM.CO2E.KT,Papua New Guinea,PNG,4611.2,4323.9,4345.4,4737.2,4760.2,5050,5042,5179.5,4905.7,5224.5,5836.9,6369.7,6560.9,6504.3,7114,7467.5,5491.5,..,..,..
153,29679,29679,CO2 emissions (kt),EN.ATM.CO2E.KT,Paraguay,PRY,3973.7,3698.5,3954.6,3720.5,4323.2,4567.9,5043.3,5218,5177.4,5301.2,5628,6367.5,7192.6,7920.9,8360.1,8101.6,7575.7,..,..,..
154,29680,29680,CO2 emissions (kt),EN.ATM.CO2E.KT,Peru,PER,31237.1,31291.8,30843.7,33808.4,38292.6,41170.6,44998.5,48427.4,48120.6,49751.9,53167.8,54553.5,56860.3,54274.3,54589.9,56972.2,46578.9,..,..,..
155,29681,29681,CO2 emissions (kt),EN.ATM.CO2E.KT,Philippines,PHL,74718.3,76190.2,69305.5,73250.5,75039.4,76321.9,81917.8,82544.5,86165,95504.1,101822.5,110990.9,120895.1,133456.7,139119.1,145871.3,133471.3,..,..,..
156,29682,29682,CO2 emissions (kt),EN.ATM.CO2E.KT,Poland,POL,301854,301353,314093,313375.4,308325.3,297260.3,313739.1,310593.6,303351.4,298304.4,285730,289077.4,299802.4,312769.9,311754.9,294948.3,279223.8,..,..,..
157,29683,29683,CO2 emissions (kt),EN.ATM.CO2E.KT,Portugal,PRT,62128.8,65473.8,60448,58797.6,56844.4,56299.6,50937.3,49867.9,48220.3,46555.2,45931.1,49851.9,48695.2,53272.7,49461.2,44564.7,38973.5,..,..,..
158,29684,29684,CO2 emissions (kt),EN.ATM.CO2E.KT,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
159,29685,29685,CO2 emissions (kt),EN.ATM.CO2E.KT,Qatar,QAT,37074.4,38536.6,43940.5,50026.5,53279.3,54310.2,60912.1,68521.5,75430.1,76540.7,82167.8,85211.3,87066.7,87472.1,87099.4,89486.8,87578.3,..,..,..
160,29686,29686,CO2 emissions (kt),EN.ATM.CO2E.KT,Romania,ROU,95336.3,94682.9,99254.3,96728.6,95409.1,80699.2,77601.9,84049.5,81843.8,72090.6,71539,73314.4,71585.2,74208.1,75190.2,73942.8,68664,..,..,..
161,29687,29687,CO2 emissions (kt),EN.ATM.CO2E.KT,Russian Federation,RUS,1600978.5,1611982.1,1654851,1658148.6,1655191.1,1546666.4,1617827.5,1699083.2,1675755.9,1632679.7,1611960.7,1592559.4,1571517.3,1594550.3,1661000,1703588.7,1618271,..,..,..
162,29688,29688,CO2 emissions (kt),EN.ATM.CO2E.KT,Rwanda,RWA,662.34,716.9,720.3,653.34,653.34,670.88,703.68,736.07,814.13,903.69,923.92,1080.44,1148,1255.5,1403.4,1451.1,1382,..,..,..
163,29689,29689,CO2 emissions (kt),EN.ATM.CO2E.KT,Samoa,WSM,175,179.1,177.1,186.3,169.5,176.4,192.4,196,198.1,196.7,207.3,232.3,246.7,255.2,248.7,278.7,206.5,..,..,..
164,29690,29690,CO2 emissions (kt),EN.ATM.CO2E.KT,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
165,29691,29691,CO2 emissions (kt),EN.ATM.CO2E.KT,Sao Tome and Principe,STP,74.5,80,81.7,81.8,88.5,93.8,102.8,100.5,118.7,121.3,119.2,123.6,128.7,134.4,137.5,140.2,141.1,..,..,..
166,29692,29692,CO2 emissions (kt),EN.ATM.CO2E.KT,Saudi Arabia,SAU,299889.4,315293.2,335434.3,354617.4,389713.4,406526.7,446131.5,463763.7,492467.1,503213.7,540520.2,565190.1,561229.7,549749.9,527565.7,526770.3,513555.8,..,..,..
167,29693,29693,CO2 emissions (kt),EN.ATM.CO2E.KT,Senegal,SEN,5390.2,5666.2,5569.4,6202.1,6436.1,6666.2,7026.2,7571.4,7454.6,8013,8572,9285.5,10132.8,9800.8,10176.6,12297.8,10680.2,..,..,..
168,29694,29694,CO2 emissions (kt),EN.ATM.CO2E.KT,Serbia,SRB,57502.3,50685.1,53009,51463.6,49825.9,46874.8,47103.9,51230.2,45790.2,46472.5,38980.7,45410.1,46635,47342.6,46192.4,46030.1,46324.3,..,..,..
169,29695,29695,CO2 emissions (kt),EN.ATM.CO2E.KT,Seychelles,SYC,383.2,381.9,389,404.5,417.6,448.3,443.7,408.2,423.7,412.2,456.7,499.8,565.6,570.7,602.3,595.3,598.7,..,..,..
170,29696,29696,CO2 emissions (kt),EN.ATM.CO2E.KT,Sierra Leone,SLE,532.6,446.5,590.6,503.2,519.4,517.8,560.2,734.9,854.7,1030.8,1137.6,1084.5,1170.8,1120,1043.7,1038.8,1048,..,..,..
171,29697,29697,CO2 emissions (kt),EN.ATM.CO2E.KT,Singapore,SGP,39618.8,36901.4,37171.6,38286,38423.6,38831.8,42413.6,44766.9,43692.3,43912.3,44398.5,45431.9,44969.8,47324.2,45212.1,45163.2,43705,..,..,..
172,29698,29698,CO2 emissions (kt),EN.ATM.CO2E.KT,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
173,29699,29699,CO2 emissions (kt),EN.ATM.CO2E.KT,Slovak Republic,SVK,37430.5,38518.3,37873.3,37190.3,37097.2,33908.9,35432.2,34116.9,32347.1,32920.4,30438.1,30753.7,31497.8,33576.5,33005.1,31032.5,29035.8,..,..,..
174,29700,29700,CO2 emissions (kt),EN.ATM.CO2E.KT,Slovenia,SVN,15699.6,15916.5,16293.7,16283.4,17360.1,15509.2,15777.2,15700.8,15123.6,14548.1,13112.7,13139.7,13903,14123.7,14072.9,13665,12477.3,..,..,..
175,29701,29701,CO2 emissions (kt),EN.ATM.CO2E.KT,Solomon Islands,SLB,286.3,294.7,304,313.7,323.2,333.5,342.8,355.9,355.6,389,340.7,304.1,298.1,295,300.9,304.8,223.3,..,..,..
176,29702,29702,CO2 emissions (kt),EN.ATM.CO2E.KT,Somalia,SOM,577.5,580.6,581.6,623.6,618.7,614.4,631.2,632.5,625.7,649.4,645.9,646.2,654.4,654.9,656.1,655.7,660.4,..,..,..
177,29703,29703,CO2 emissions (kt),EN.ATM.CO2E.KT,South Africa,ZAF,379939.8,377642.7,379736,397161.9,427111.7,404354,425548.4,409480.3,427001.7,437261.7,448298.1,425063.1,425682.9,435214.5,439644.6,446626,393241.6,..,..,..
178,29704,29704,CO2 emissions (kt),EN.ATM.CO2E.KT,South Sudan,SSD,951.984363,912.013225,998.668212,1173.198679,1239.105288,1290.671108,1313.250224,1281.212289,1418.6,1453.1,1519.6,1969.4,1730.2,1512.1,1768.9,1824.6,1742.7,..,..,..
179,29705,29705,CO2 emissions (kt),EN.ATM.CO2E.KT,Spain,ESP,335560.3,350499.8,341776.3,354683.1,324274.2,288131.2,274140.6,275470.1,270280.4,243794.9,241979.9,257251.2,248252.1,264723.7,258373.2,241886.5,202705.8,..,..,..
180,29706,29706,CO2 emissions (kt),EN.ATM.CO2E.KT,Sri Lanka,LKA,12868.2,13984.4,12404.9,13591.6,12810.7,12291.4,13071.8,15410.2,17440.4,14448.4,17458.3,19240.9,23167.6,23140.5,21690.3,23427.9,21846.3,..,..,..
181,29707,29707,CO2 emissions (kt),EN.ATM.CO2E.KT,St. Kitts and Nevis,KNA,219.2,203.6,210.4,224.5,221.3,228.6,229.2,236.4,229.1,227.2,228.4,237.6,244.6,243,245.2,247.5,231,..,..,..
182,29708,29708,CO2 emissions (kt),EN.ATM.CO2E.KT,St. Lucia,LCA,416.9,411.1,431.6,440,444.9,444.2,507.7,501.6,507,506.4,505.9,501.2,505.5,530.9,527.9,534.6,499.2,..,..,..
183,29709,29709,CO2 emissions (kt),EN.ATM.CO2E.KT,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
184,29710,29710,CO2 emissions (kt),EN.ATM.CO2E.KT,St. Vincent and the Grenadines,VCT,228.3,229.7,227.7,246,229.2,288.2,233.6,224.9,240.8,226.3,267.5,246.5,255.2,225.1,252.3,235.1,219.8,..,..,..
185,29711,29711,CO2 emissions (kt),EN.ATM.CO2E.KT,Sudan,SDN,8827.8,10496,12900.25,13969.9,14959.56,15490.3,16427.4,15936.6,15806.3,15853.2,16658.5,19259.2,21503.1,21579.5,21670.3,22131.5,20796.1,..,..,..
186,29712,29712,CO2 emissions (kt),EN.ATM.CO2E.KT,Suriname,SUR,1392.96,1687.26,1529.27,1411.28,1455.49,1446.77,1744.87,1952.73,2441.63,2289.81,2620,2724.1,2954.886,2444.33,2146.53,2656.82,2601.32,..,..,..
187,29713,29713,CO2 emissions (kt),EN.ATM.CO2E.KT,Sweden,SWE,53593.3,50082.6,48734.9,47054.3,46023.3,42760.7,47985.5,44452,41996.6,40388.1,38993,39120.1,38691.2,38168.2,35915.9,34964.6,33576.1,..,..,..
188,29714,29714,CO2 emissions (kt),EN.ATM.CO2E.KT,Switzerland,CHE,45283.9,45850.7,45479.3,43541.2,44962.5,43668.6,45207.8,41192.3,42516.6,43531.2,39793.3,39090.8,39666.5,38699,37481.3,37376.3,34916.1,..,..,..
189,29715,29715,CO2 emissions (kt),EN.ATM.CO2E.KT,Syrian Arab Republic,SYR,46364.3,57220.3,60213.9,63604.5,65275.9,60696.7,61090.7,57562.5,45039.2,30696.6,26603.9,25260.7,24479.1,25794.4,28303.1,26840.4,25234.6,..,..,..
190,29716,29716,CO2 emissions (kt),EN.ATM.CO2E.KT,Tajikistan,TJK,2597.02,2471.2,2686.5,3267.8,3041.06,2405.15,2446.9,2564.2,3015.2,3195.1,4583.6,4904.8,5496.7,6757.7,8097.3,8965.7,9328.8,..,..,..
