,index,Unnamed: 0,Series Name,Series Code,Country Name,Country Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
191,29717,29717,CO2 emissions (kt),EN.ATM.CO2E.KT,Tanzania,TZA,5081.7,5660,5991.7,5906.5,6073,5928.6,6909.9,8019.7,9587.9,10698,10108,10765.9,10646.9,11659.3,12018.9,14960.8,14435.5,..,..,..
192,29718,29718,CO2 emissions (kt),EN.ATM.CO2E.KT,Thailand,THA,213439.9,222096.8,224693.7,231901.7,233893.7,224850.1,240768.3,238968.5,256286,264681,261377,268853.3,267916.3,267137.1,264483.6,274466.7,265478.9,..,..,..
193,29719,29719,CO2 emissions (kt),EN.ATM.CO2E.KT,Timor-Leste,TLS,182.5,180.7,185,191.4,210.1,235.4,244.1,252.4,300.4,364.4,449.8,437.2,518.9,561.8,510.1,617.6,446.1,..,..,..
194,29720,29720,CO2 emissions (kt),EN.ATM.CO2E.KT,Togo,TGO,1778.2,1748.1,1569.6,1503.7,1568.8,2824.7,2630.1,2515.6,2235.8,1749,1588.5,1825.6,2305.6,2018.7,2189.9,2442.3,2415.1,..,..,..
195,29721,29721,CO2 emissions (kt),EN.ATM.CO2E.KT,Tonga,TON,117.4,117.2,134.9,119.8,127.3,138.1,117.7,107.4,109.3,114.7,113.4,109.9,123.9,132.9,134.2,161.5,118.1,..,..,..
196,29722,29722,CO2 emissions (kt),EN.ATM.CO2E.KT,Trinidad and Tobago,TTO,16096,17580,20054.6,20485.8,20012.1,19030.2,21443,22243,21497.2,22186.3,22014.2,21310.6,18291.6,18224.7,17763.7,17195.3,15420,..,..,..
197,29723,29723,CO2 emissions (kt),EN.ATM.CO2E.KT,Tunisia,TUN,23020.2,23538.6,24472.1,25366.7,25960.7,25984.2,28321.5,26717.4,29106.2,28601.9,30976,31627.4,30317.8,30742.6,31023.1,31045,29293,..,..,..
198,29724,29724,CO2 emissions (kt),EN.ATM.CO2E.KT,Turkiye,TUR,224601.2,235003,261083.6,288967.8,287205,288307.2,297814,318641.2,329797.8,319088.6,341671.5,353413.8,376399,418098.2,414111.9,398772.9,407406.2,..,..,..
199,29725,29725,CO2 emissions (kt),EN.ATM.CO2E.KT,Turkmenistan,TKM,49365.2,50592.5,51916.5,58482.3,59279.7,52386.8,59175.1,65076.7,66758.5,63791.5,62189,63777.6,64079.5,63871.6,63317.6,63231.8,63655,..,..,..
200,29726,29726,CO2 emissions (kt),EN.ATM.CO2E.KT,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
201,29727,29727,CO2 emissions (kt),EN.ATM.CO2E.KT,Tuvalu,TUV,8.5,8.5,11,13.2,9.5,10.6,9.6,10.2,9.8,8.7,8.5,7.7,7.5,7.7,8.8,8.9,6.6,..,..,..
202,29728,29728,CO2 emissions (kt),EN.ATM.CO2E.KT,Uganda,UGA,1629.6,2024,2399.5,2868.2,2971.8,3357.3,3332,3744.2,3777.1,3694.3,4112.2,4712.1,4946.3,5172,5866.6,5943,5674.6,..,..,..
203,29729,29729,CO2 emissions (kt),EN.ATM.CO2E.KT,Ukraine,UKR,307135.6,295405.2,303989.4,312141.5,301195.3,251616.6,268924.6,283342.4,277110.2,270268.7,237728.7,191067.8,201655.4,174938.3,185623.8,174599.9,165663.6,..,..,..
204,29730,29730,CO2 emissions (kt),EN.ATM.CO2E.KT,United Arab Emirates,ARE,110007.6,116453.9,121562.5,131831.6,156044.4,157019.8,162788.9,166631.5,175687.9,184960.8,186639.8,195409.4,200398.5,191935,174220.3,185645.7,188088.7,..,..,..
205,29731,29731,CO2 emissions (kt),EN.ATM.CO2E.KT,United Kingdom,GBR,543075.9,540917,542060.8,530502.5,515335.6,466492.5,482646.2,445648.4,467831,453778.1,415609,401075.3,382154.9,366844.1,360555.9,345934.3,308650.3,..,..,..
206,29732,29732,CO2 emissions (kt),EN.ATM.CO2E.KT,United States,USA,5738286,5753493.2,5653081,5736319.3,5558378.9,5156424.9,5392109.4,5173591.2,4956053,5092097.2,5107208.6,4990703.7,4894499.2,4819365.1,4975300.4,4817710.4,4320532.5,..,..,..
207,29733,29733,CO2 emissions (kt),EN.ATM.CO2E.KT,Uruguay,URY,5459.9,5415.8,6332.1,5854.7,7750.1,7665.9,6283.8,7605.9,8517.7,7357.6,6500.4,6657.2,6525.1,6103.8,6545.7,6806.7,6514.3,..,..,..
208,29734,29734,CO2 emissions (kt),EN.ATM.CO2E.KT,Uzbekistan,UZB,124840.1,119190.1,127356.9,122580.6,128884.1,116532.5,126240.5,128633.7,113140.2,111856.5,104872.5,99358.2,105333.9,109708.5,112720.5,117687.8,115577.8,..,..,..
209,29735,29735,CO2 emissions (kt),EN.ATM.CO2E.KT,Vanuatu,VUT,61.7,61.6,61.6,105,101.1,127.5,127.1,134.2,120.5,111.9,158.9,134.3,151.3,141,177.5,166.9,121.3,..,..,..
210,29736,29736,CO2 emissions (kt),EN.ATM.CO2E.KT,"Venezuela, RB",VEN,139606.7,147374.4,147532.1,142388.6,151112.1,152586.3,164101.6,160039.6,181128.8,180422.6,179236.1,163126.9,150466.7,139787.4,130158,107502.3,72509,..,..,..
211,29737,29737,CO2 emissions (kt),EN.ATM.CO2E.KT,Viet Nam,VNM,85051.8,92368.6,94869.7,105137.4,117585.1,132290,151413.5,155973.3,155522.8,164297.4,180698.8,201513.3,222028.5,229877.4,286139.3,341716.8,355323.1,..,..,..
212,29738,29738,CO2 emissions (kt),EN.ATM.CO2E.KT,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
213,29739,29739,CO2 emissions (kt),EN.ATM.CO2E.KT,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
214,29740,29740,CO2 emissions (kt),EN.ATM.CO2E.KT,"Yemen, Rep.",YEM,19628.8,21105.6,21918.5,23270.2,24216.2,26568.7,25431.9,22950.1,21012.5,27825,27429.9,13552.2,10035.2,9682.2,11349.8,11194.8,9960.1,..,..,..
215,29741,29741,CO2 emissions (kt),EN.ATM.CO2E.KT,Zambia,ZMB,2106.2,2293.1,2177.5,1981.6,2185.9,2485.2,2656.9,3050.7,4030.3,4238.6,4686,4956.6,5315.3,6810.7,7857.2,7615.7,7607.1,..,..,..
216,29742,29742,CO2 emissions (kt),EN.ATM.CO2E.KT,Zimbabwe,ZWE,9672.3,10455.9,9791.8,9754.3,7711.6,7572.7,9518,11357.6,11954.9,12216.8,12010.7,11988.7,10450.2,9781,11069.9,10185.3,8312.5,..,..,..
217,29743,29743,CO2 emissions (kt),EN.ATM.CO2E.KT,Africa Eastern and Southern,AFE,459742.334363,460840.910225,467829.222212,488797.648679,522352.252288,504690.371108,532614.140224,525337.889289,546775.865,568547.519,591680.972,576265.992,580219.242,590905.482,598720.9575,610723.5,544952.503,..,..,..
218,29744,29744,CO2 emissions (kt),EN.ATM.CO2E.KT,Africa Western and Central,AFW,149751.265,152041.539,144266.808,139839.036,147214.73,141983.85,159573.957,165498.4949,170350.67,186486.66,196343.63,194363.64,201399.22,200550.9,210618.89,222990.35,215915.61,..,..,..
219,29745,29745,CO2 emissions (kt),EN.ATM.CO2E.KT,Arab World,ARB,1106497.6,1182132.3,1245032.15,1296134.5,1400755.46,1447553.6,1533676.6,1567405.8,1674146.7,1706820.79,1766583.07,1809147.15,1827587.97,1843231.7,1826351.9,1845846.37,1765052.9,..,..,..
220,29746,29746,CO2 emissions (kt),EN.ATM.CO2E.KT,Caribbean small states,CSS,35110.06,36627.06,40350.77,41066.58,38498.49,35974.17,38301.47,39660.78,39118.25,40477.58,40085.4586,39284.4,37223.056,36313.3,37801.5,37614.99,32776.99,..,..,..
221,29747,29747,CO2 emissions (kt),EN.ATM.CO2E.KT,Central Europe and the Baltics,CEB,735101.1,735068,753388.1,758838.8,740343.6,684780.6,708417.9,709498.9,682324.9,655837.7,635436.5,644756,656753.9,684083.3,678446.5,643612.1,598490.02,..,..,..
222,29748,29748,CO2 emissions (kt),EN.ATM.CO2E.KT,Early-demographic dividend,EAR,4480288.94,4670965.26,4924956.37,5220062.37,5419740.08,5581244.39,5857230.62,6085825.117,6383658.605,6455704.659,6781898.692,6839149.542,6951805.908,7211474.182,7382656.3575,7347348.73,6805648.307,..,..,..
223,29749,29749,CO2 emissions (kt),EN.ATM.CO2E.KT,East Asia & Pacific,EAS,8227512.79,8976141.83,9611423.1,10269588.53,10453538.8,10916830.29,11863420.2,12805112.1,13143266.3,13591102.73,13640572.8,13510201.2,13550289.3,13869889,14437176.3,14703257.4,14708135.6,..,..,..
224,29750,29750,CO2 emissions (kt),EN.ATM.CO2E.KT,East Asia & Pacific (excluding high income),EAP,6090553.99,6834676.03,7477420.9,8074794.43,8311664.1,8816028.69,9654293.1,10515988.7,10809799.3,11252643.83,11372410.3,11254077.3,11291996,11608128.4,12214599.4,12535996.7,12660698.2,..,..,..
225,29751,29751,CO2 emissions (kt),EN.ATM.CO2E.KT,East Asia & Pacific (IDA & IBRD countries),TEA,6016294.29,6757060.33,7398527.9,8009202.13,8238874.9,8760812.19,9602646,10478929.9,10771358,11225062.03,11341237.6,11229030.3,11263921,11553898.4,12164532.1,12480501.7,12608302.4,..,..,..
226,29752,29752,CO2 emissions (kt),EN.ATM.CO2E.KT,Euro area,EMU,2754053.7,2746418.1,2729756.3,2692546.8,2635002.3,2438244.8,2502105.4,2412403.2,2382523.5,2333241.5,2209017.5,2256390.7,2256275,2259522.6,2202668.9,2095558.337,1872835.52,..,..,..
227,29753,29753,CO2 emissions (kt),EN.ATM.CO2E.KT,Europe & Central Asia,ECS,6793339.070517,6788006.384322,6908752.5068,6907496.871925,6856012.433867,6339923.148673,6579733.278439,6594980.407993,6524680.837447,6386728.464887,6104308.52317,6073951.401794,6099478.730256,6166584.297397,6177967.890403,6034379.546716,5641772.700492,..,..,..
228,29754,29754,CO2 emissions (kt),EN.ATM.CO2E.KT,Europe & Central Asia (excluding high income),ECA,2707329.097687,2722434.9,2833981.6,2891014.6,2930278.56,2703712.95,2840620.8,2997334.1,2959664.3,2904794.2,2811027.4,2739709.6,2771362.1,2832835,2913541,2922190.2,2830714.8,..,..,..
229,29755,29755,CO2 emissions (kt),EN.ATM.CO2E.KT,Europe & Central Asia (IDA & IBRD countries),TEC,3125612.097687,3139915.8,3268927.2,3323990.6,3355739.26,3101978.35,3251419.1,3411004.8,3362262.5,3292199.8,3184532.8,3118703.7,3159626.5,3237220.9,3316919.5,3307604.6,3194229.5,..,..,..
230,29756,29756,CO2 emissions (kt),EN.ATM.CO2E.KT,European Union,EUU,3507059.1,3489983.9,3498536.7,3456870.4,3378385.8,3131197.5,3215802.7,3121388.9,3061105,2984329.5,2839976.1,2897317.9,2907404,2932145.5,2867932,2729768.437,2465025.42,..,..,..
231,29757,29757,CO2 emissions (kt),EN.ATM.CO2E.KT,Fragile and conflict affected situations,FCS,827935.186363,841070.693225,843265.126212,837503.184679,862219.515288,818411.601108,883972.857224,887772.307189,927721.76,943408.52,918574.88,834153.97,845830.84,837379.39,866573.51,854476.82,759327.426,..,..,..
232,29758,29758,CO2 emissions (kt),EN.ATM.CO2E.KT,Heavily indebted poor countries (HIPC),HPC,96808.522,101825.947,110324.642,118850.086,124934.147,133168.86,143523.907,155242.9249,164030.6,172090.18,182498.5086,194550.88,204997.72,212449.09,221875.68,235656.82,224996.636,..,..,..
233,29759,29759,CO2 emissions (kt),EN.ATM.CO2E.KT,High income,HIC,13209657.27283,13256910.784322,13201018.6068,13365230.371925,13096255.973867,12354107.898673,12887172.878439,12666917.357993,12522106.257447,12611681.634887,12411919.08177,12370867.601794,12276032.900256,12200901.367397,12221420.260403,11869050.116716,10864997.070492,..,..,..
234,29760,29760,CO2 emissions (kt),EN.ATM.CO2E.KT,IBRD only,IBD,12668614.817687,13582248.01,14512525.17,15401788.09,15864152.26,16269906.92,17493003.36,18681912.707,19248774.835,19792020.549,20038180.862,19836736.512,19913335.898,20409330.842,21214156.1175,21462940.42,20952613.307,..,..,..
235,29761,29761,CO2 emissions (kt),EN.ATM.CO2E.KT,IDA & IBRD total,IBT,13262195.66405,14195904.770225,15148734.180212,16058158.214679,16535903.892288,16934330.031108,18195832.897224,19410301.744189,19971471.635,20532522.319,20808546.9406,20620384.742,20755543.988,21305472.432,22135333.6975,22406640.81,21862973.943,..,..,..
236,29762,29762,CO2 emissions (kt),EN.ATM.CO2E.KT,IDA blend,IDB,375386.3,375055.23,385155.26,387040.12,392838.39,378407.16,400194.95,411020.57,397276.85,413788.91,425235.4,425262.9,451539.2,471480.4,470381.4,478944.6,465301.4,..,..,..
237,29763,29763,CO2 emissions (kt),EN.ATM.CO2E.KT,IDA only,IDX,218194.546363,238601.530225,251053.750212,269330.004679,278913.242288,286015.951108,302634.587224,317368.467189,325419.95,326712.86,345130.6786,358385.33,390668.89,424661.19,450796.18,464755.79,445059.236,..,..,..
238,29764,29764,CO2 emissions (kt),EN.ATM.CO2E.KT,IDA total,IDA,593580.846363,613656.760225,636209.010212,656370.124679,671751.632288,664423.111108,702829.537224,728389.037189,722696.8,740501.77,770366.0786,783648.23,842208.09,896141.59,921177.58,943700.39,910360.636,..,..,..
239,29765,29765,CO2 emissions (kt),EN.ATM.CO2E.KT,Late-demographic dividend,LTE,8874602.047687,9663246.6,10403909.25,11042154.87,11378270.63,11660926.99,12652493.224,13619083.75,13934530.3,14412246.33,14427628.7886,14263640.03,14269982.4,14577571.8,15162115.4,15468044.3,15488347.62,..,..,..
240,29766,29766,CO2 emissions (kt),EN.ATM.CO2E.KT,Latin America & Caribbean,LCN,1331938.06,1376348.66,1418262.47,1464903.18,1508544.09,1468649.67,1570608.87,1635034.92,1707709.79,1752196.84,1760980.0986,1750693.94,1710227.796,1685948.34,1633570.34,1620695.03,1438080.03,..,..,..
241,29767,29767,CO2 emissions (kt),EN.ATM.CO2E.KT,Latin America & Caribbean (excluding high income),LAC,1104560.66,1137549.56,1174509.87,1218568.18,1248527.39,1209300.57,1293925.57,1352458.47,1401130.17,1442058.97,1459341.64,1460444.24,1431232.126,1417992.07,1375196.37,1376833.06,1242200.06,..,..,..
242,29768,29768,CO2 emissions (kt),EN.ATM.CO2E.KT,Latin America & the Caribbean (IDA & IBRD countries),TLA,1303198.36,1346749.06,1388228.07,1433926.98,1478196.79,1438061.87,1539037.97,1603749.37,1675156.97,1719082.27,1730502.0286,1718007.17,1679719.926,1656356.87,1602830.17,1592486.56,1410200.16,..,..,..
243,29769,29769,CO2 emissions (kt),EN.ATM.CO2E.KT,Least developed countries: UN classification,LDC,141974.726363,149383.130225,158367.750212,169147.404679,179175.182288,194174.301108,210097.687224,223558.967189,234517.25,255682.26,275307.09,286660.2,313185.29,339806.49,359297.88,370595.59,351230.476,..,..,..
244,29770,29770,CO2 emissions (kt),EN.ATM.CO2E.KT,Low & middle income,LMY,12719151.46405,13646458.170225,14578574.380212,15475011.214679,15953145.392288,16362071.531108,17591125.597224,18781990.744189,19332864.235,19895263.019,20194597.152,20008374.912,20146301.188,20716381.032,21553786.3975,21860472.61,21383256.243,..,..,..
245,29771,29771,CO2 emissions (kt),EN.ATM.CO2E.KT,Low income,LIC,174600.106363,192793.730225,201912.750212,197405.364679,211118.762288,196252.771108,196253.707224,181921.827189,170273.61,155154.11,160504.78,144653.01,149210.28,179017.85,183120.34,191195.28,179664.936,..,..,..
246,29772,29772,CO2 emissions (kt),EN.ATM.CO2E.KT,Lower middle income,LMC,2830470.42,2943732.08,3093238.66,3298000.76,3426922.47,3562625.33,3744660.33,3916449.71,4116165.79,4244071.39,4483108.91,4515567.19,4664838.81,4856633.84,5105467.74,5122757.31,4819595.8,..,..,..
247,29773,29773,CO2 emissions (kt),EN.ATM.CO2E.KT,Middle East & North Africa,MEA,1578943.9,1683895.2,1781079.5,1863168.6,1975746.6,2039848.5,2128654.5,2172950.6,2293100.1,2341101.89,2419002.47,2453243.85,2476429.97,2511165.4,2500417.4,2508614.57,2416064.9,..,..,..
248,29774,29774,CO2 emissions (kt),EN.ATM.CO2E.KT,Middle East & North Africa (excluding high income),MNA,955112.6,1028354.2,1079050.1,1121516.8,1165353.5,1207787.8,1231947.5,1238709.1,1297696.5,1327780.49,1360355.17,1349815.45,1367274.87,1422054.5,1449693.5,1439681.67,1370939,..,..,..
249,29775,29775,CO2 emissions (kt),EN.ATM.CO2E.KT,Middle East & North Africa (IDA & IBRD countries),TMN,955112.6,1028354.2,1079050.1,1121516.8,1165353.5,1207787.8,1231947.5,1238709.1,1297696.5,1327780.49,1360355.17,1349815.45,1367274.87,1422054.5,1449693.5,1439681.67,1370939,..,..,..
250,29776,29776,CO2 emissions (kt),EN.ATM.CO2E.KT,Middle income,MIC,12544551.357687,13453664.44,14376661.63,15277605.85,15742026.63,16165818.76,17394871.89,18600068.917,19162590.625,19740108.909,20034092.372,19863721.902,19997090.908,20537363.182,21370666.0575,21669277.33,21203591.307,..,..,..
251,29777,29777,CO2 emissions (kt),EN.ATM.CO2E.KT,North America,NAC,6274703.3,6302525.9,6193606.6,6307951.3,6108932.1,5677824.3,5929200.9,5722961.1,5502344.6,5647839.6,5668969.1,5549450.9,5451373.3,5387541,5554874.3,5383712.2,4837406.2,..,..,..
252,29778,29778,CO2 emissions (kt),EN.ATM.CO2E.KT,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
253,29779,29779,CO2 emissions (kt),EN.ATM.CO2E.KT,OECD members,OED,13147276.19,13191407.65,13123629.65,13289682.97,12953044.13,12195813.5,12694352.824,12466751.55,12291173.7,12351197.8,12116786.2,12052715.4,11985558.6,11958269.6,11984150.1,11605058.237,10570775.72,..,..,..
254,29780,29780,CO2 emissions (kt),EN.ATM.CO2E.KT,Other small states,OSS,118303.077687,123372.37,132536.65,143521.59,148142.32,144545.59,156681.794,165799.027,171440.705,177358.399,185899.332,184664.262,188833.482,191127.612,190905.4875,189059.37,181678.207,..,..,..
255,29781,29781,CO2 emissions (kt),EN.ATM.CO2E.KT,Pacific island small states,PSS,2570.1,2324.3,2475.5,2457.7,2163.6,2145.9,2473.7,2426.8,2380,2500.9,2656,2659.4,2637,2800.6,2895.3,2959.2,2178,..,..,..
256,29782,29782,CO2 emissions (kt),EN.ATM.CO2E.KT,Post-demographic dividend,PST,12433283.2,12434543.6,12321777.6,12451551.7,12108570.1,11325785.8,11794117.9,11547695.05,11341919.52,11411367.77,11155172.57,11014655.47,10907463.37,10811083.27,10882237.97,10513545.907,9555830.37,..,..,..
257,29783,29783,CO2 emissions (kt),EN.ATM.CO2E.KT,Pre-demographic dividend,PRE,278603.666363,280335.060225,274848.610212,267241.244679,292301.012288,299207.451108,336938.477224,354783.027189,374390.53,406440.33,419480.76,423347.77,441959.88,455350.45,476743.54,506463.28,469494.036,..,..,..
258,29784,29784,CO2 emissions (kt),EN.ATM.CO2E.KT,Small states,SST,155983.237687,162323.73,175362.92,187045.87,188804.41,182665.66,197456.964,207886.607,212938.955,220336.879,228640.7906,226608.062,228693.538,230241.512,231602.2875,229633.56,216633.197,..,..,..
259,29785,29785,CO2 emissions (kt),EN.ATM.CO2E.KT,South Asia,SAS,1252484.717,1310942.931,1401904.88,1540885.02,1628172.46,1779015.6,1878594.23,1987072.19,2147871.13,2213363.55,2403894.74,2434198.49,2503383.23,2644485.38,2792018.58,2752652.43,2518434.77,..,..,..
260,29786,29786,CO2 emissions (kt),EN.ATM.CO2E.KT,South Asia (IDA & IBRD),TSA,1252484.717,1310942.931,1401904.88,1540885.02,1628172.46,1779015.6,1878594.23,1987072.19,2147871.13,2213363.55,2403894.74,2434198.49,2503383.23,2644485.38,2792018.58,2752652.43,2518434.77,..,..,..
261,29787,29787,CO2 emissions (kt),EN.ATM.CO2E.KT,Sub-Saharan Africa,SSF,609493.599363,612882.449225,612096.030212,628636.684679,669566.982288,646674.221108,692188.097224,690836.384189,717126.535,755034.179,788024.602,770629.632,781618.462,791456.382,809339.8475,833713.85,760868.113,..,..,..
262,29788,29788,CO2 emissions (kt),EN.ATM.CO2E.KT,Sub-Saharan Africa (excluding high income),SSA,609110.399363,612500.549225,611707.030212,628232.184679,669149.382288,646225.921108,691744.397224,690428.184189,716702.835,754621.979,787567.902,770129.832,781052.862,790885.682,808737.5475,833118.55,760269.413,..,..,..
263,29789,29789,CO2 emissions (kt),EN.ATM.CO2E.KT,Sub-Saharan Africa (IDA & IBRD countries),TSS,609493.599363,612882.449225,612096.030212,628636.684679,669566.982288,646674.221108,692188.097224,690836.384189,717126.535,755034.179,788024.602,770629.632,781618.462,791456.382,809339.8475,833713.85,760868.113,..,..,..
264,29790,29790,CO2 emissions (kt),EN.ATM.CO2E.KT,Upper middle income,UMC,9714080.937687,10509932.36,11283422.97,11979605.09,12315104.16,12603193.43,13650211.56,14683619.207,15046424.835,15496037.519,15550983.462,15348154.712,15332252.098,15680729.342,16265198.3175,16546520.02,16383995.507,..,..,..
265,29791,29791,CO2 emissions (kt),EN.ATM.CO2E.KT,World,WLD,27331852.94,28371817.05,29308175.54,30418994.07,30632298.65,30238050.03,32095872.94,33079721.35,33460087.5,34119894.39,34261369.66,34070176.85,34145652.3,34687837.09,35560555.79,35477245.4,33566427.59,..,..,..
